42,794,2
155,323,1
68,117,2
172,177,2
19,4,2
268,231,2
5,2,2
305,117,1
44,294,2
43,137,2
279,1336,1
80,466,2
254,164,2
298,281,2
279,1240,1
66,298,2
18,443,2
268,1035,1
99,79,2
13,98,2
26,258,2
7,455,2
222,755,2
200,673,2
119,328,2
213,172,2
276,322,2
94,1217,2
130,379,2
38,328,2
160,719,2
293,1267,2
26,930,1
130,216,2
92,1079,2
256,452,2
1,61,2
72,48,2
56,755,2
13,360,2
15,405,1
92,77,2
207,476,1
292,174,2
232,483,2
251,748,1
224,26,2
181,220,2
259,255,2
305,471,2
52,280,2
161,202,2
148,408,2
125,235,1
97,228,2
58,1098,2
83,234,2
90,347,2
272,178,2
194,181,2
125,478,2
110,688,1
299,14,2
151,10,2
269,127,2
6,14,2
54,106,2
303,69,2
16,944,1
301,790,2
276,1091,2
305,214,1
194,1028,1
91,323,1
87,554,2
294,109,2
286,171,2
200,318,2
229,328,1
178,568,2
303,842,1
62,65,2
207,591,2
92,172,2
301,401,2
36,339,2
70,746,2
63,242,2
28,201,2
279,68,2
250,7,2
14,98,2
299,1018,2
194,54,2
303,815,2
119,237,2
295,218,2
268,930,1
268,2,1
66,258,2
233,202,2
83,623,2
214,334,2
192,476,1
100,344,2
268,145,1
301,56,2
307,89,2
234,141,2
83,576,2
181,264,1
297,133,2
38,153,2
7,382,2
264,813,2
181,872,1
201,146,1
85,507,2
269,367,2
59,468,2
286,143,2
193,96,1
113,595,2
292,11,2
130,1014,2
275,98,2
189,520,2
219,82,1
218,209,2
123,427,2
119,222,2
158,177,2
222,118,2
302,322,1
279,501,2
301,79,2
181,3,1
201,695,1
13,198,2
1,189,2
145,237,2
23,385,2
201,767,2
296,705,2
42,546,2
33,872,2
301,554,2
16,64,2
95,135,2
154,357,2
77,484,2
296,508,2
302,303,1
244,673,2
222,77,2
13,215,2
16,705,2
270,452,2
145,15,1
187,64,2
200,304,2
170,749,2
101,829,2
184,218,2
128,204,2
181,1295,1
184,153,2
1,33,2
1,160,2
184,321,2
54,595,2
94,343,2
128,508,2
23,323,1
301,227,2
301,191,2
112,903,1
82,183,2
222,724,2
218,430,2
308,1197,2
303,134,2
133,751,2
215,212,1
69,256,2
254,662,2
276,2,2
104,984,1
63,1067,2
267,410,2
13,56,2
240,879,2
286,237,1
294,271,2
90,1086,2
18,26,2
92,229,2
308,649,2
144,89,2
191,302,2
59,951,2
200,96,2
16,197,2
61,678,2
271,199,2
271,709,2
142,169,2
275,597,2
222,151,2
87,40,2
207,258,2
272,1393,1
177,333,2
207,1115,1
299,577,2
271,378,2
305,425,2
49,959,1
94,1224,2
130,1017,2
10,175,2
203,321,2
191,286,2
43,323,2
21,558,2
197,96,2
13,344,1
194,66,2
234,206,2
308,402,2
308,640,2
269,522,2
94,265,2
268,62,2
272,12,2
121,291,2
296,20,2
134,286,2
180,462,2
234,612,2
104,117,1
38,758,1
269,845,1
7,163,2
234,1451,2
275,405,1
52,250,2
102,823,2
13,186,2
178,731,2
236,71,2
256,781,2
263,176,2
244,186,2
279,1181,2
43,815,2
83,78,1
151,197,2
254,436,1
109,631,2
297,716,2
249,188,2
144,699,2
301,604,2
64,392,2
92,501,1
222,97,2
268,436,2
293,135,2
213,173,2
160,460,1
13,498,2
59,715,2
5,17,2
125,163,2
174,315,2
114,505,2
213,515,2
23,196,1
128,15,2
239,56,2
181,279,1
291,80,2
250,238,2
201,649,2
60,60,2
181,325,1
119,407,2
287,1,2
216,228,2
216,531,2
203,471,2
92,587,2
13,892,2
213,176,2
286,288,2
117,1047,1
99,111,1
11,558,2
65,47,1
295,194,2
269,217,1
85,259,1
250,596,2
137,144,2
201,960,1
257,137,2
111,328,2
91,480,2
215,211,2
181,938,1
189,1060,2
1,20,2
303,404,2
299,305,2
187,210,2
222,278,1
214,568,2
293,770,2
285,191,2
303,252,2
96,156,2
72,1110,2
115,1067,2
7,430,2
116,350,2
73,480,2
269,246,2
263,419,2
70,431,2
221,475,2
72,182,2
25,357,2
290,50,2
189,526,2
299,303,2
264,294,2
200,365,2
187,135,2
184,187,2
63,289,1
13,229,2
298,486,2
235,185,2
62,712,2
246,94,1
54,742,2
63,762,2
11,732,2
92,168,2
8,550,2
307,174,2
303,200,2
256,849,1
72,54,2
164,406,1
117,150,2
224,77,2
193,869,2
94,184,1
281,338,1
130,109,2
128,371,1
94,720,1
182,845,2
129,873,1
254,229,2
64,381,2
151,176,1
45,25,2
193,879,2
276,922,2
276,57,2
234,187,2
181,306,1
21,370,1
293,249,2
264,721,2
10,611,2
197,346,2
276,142,2
308,427,2
221,943,2
131,126,2
268,824,1
109,8,2
198,58,2
230,680,2
181,741,1
192,1061,2
234,448,2
90,900,2
193,941,2
128,603,2
126,905,1
244,265,2
90,289,2
157,25,2
305,71,2
119,382,2
21,222,1
231,181,2
280,508,2
288,132,2
279,1497,1
301,33,2
72,699,2
90,259,1
308,55,2
59,742,2
94,744,2
130,642,2
26,1015,2
56,121,2
82,508,1
62,12,2
276,40,2
181,1015,1
152,301,2
178,845,2
217,597,2
79,303,2
138,484,2
308,81,2
75,284,1
269,198,2
307,94,2
222,781,2
121,740,2
269,22,1
13,864,2
230,742,2
269,507,2
239,1099,2
245,1028,2
56,546,2
295,961,2
271,1028,1
222,812,1
69,240,2
10,7,2
22,376,2
294,931,2
82,717,1
279,399,2
269,234,1
6,98,2
243,1039,2
298,181,2
282,325,1
78,323,1
118,200,2
283,1114,2
171,292,2
70,217,2
10,100,2
245,181,2
107,333,2
246,561,1
13,901,1
276,70,2
244,17,1
189,56,2
226,242,2
62,1016,2
276,417,2
214,478,2
306,235,2
222,26,2
280,631,2
60,430,2
56,71,2
42,274,2
1,202,2
13,809,2
173,289,2
15,749,1
185,23,2
280,540,2
244,381,2
150,293,2
7,497,2
178,317,2
178,742,2
95,1217,2
234,1462,2
97,222,2
109,127,1
117,268,2
269,705,1
130,1246,2
264,655,2
207,13,2
42,588,2
246,409,1
87,367,2
101,304,2
256,127,2
92,794,2
181,762,1
213,235,1
92,739,1
292,661,2
246,665,2
274,845,2
188,692,2
18,86,2
5,439,1
236,632,2
193,407,2
144,709,2
90,1198,2
48,609,2
5,225,1
22,128,2
311,432,2
8,22,2
276,188,2
222,173,2
72,866,2
299,134,2
1,171,2
308,295,2
165,216,2
222,49,2
181,121,2
200,11,2
234,626,2
244,707,2
90,25,2
208,216,2
263,96,2
134,323,2
279,586,2
2,292,2
288,593,1
49,302,2
286,153,2
205,304,2
22,80,2
234,318,2
223,328,2
15,25,2
268,147,2
94,1220,2
274,405,2
7,492,2
268,217,1
16,55,2
164,620,2
290,161,2
92,515,2
239,1070,2
56,449,2
248,234,2
234,10,2
280,1049,1
308,187,2
276,64,2
192,948,2
122,509,2
85,588,2
262,931,1
201,272,2
181,870,1
295,739,2
263,568,2
295,39,2
201,1100,2
93,820,2
159,1028,2
158,665,1
293,423,2
82,597,2
276,181,2
13,823,2
217,2,2
83,660,2
189,20,2
222,796,2
146,1022,2
267,121,2
126,294,2
181,1060,1
125,80,2
43,120,2
13,780,1
253,259,1
42,44,2
77,518,2
291,686,2
268,21,2
262,28,2
234,81,2
29,245,2
236,57,2
158,729,2
156,661,2
232,52,2
168,866,2
37,288,2
141,245,2
235,230,2
102,70,2
77,172,2
90,506,2
186,566,2
44,660,2
118,774,2
7,661,2
49,1003,1
62,68,1
42,1028,2
178,433,2
85,51,1
77,474,2
58,1099,1
56,1047,2
197,688,1
286,99,2
90,258,2
181,1288,1
295,190,2
224,69,2
272,317,2
221,1010,2
66,877,1
207,318,2
234,487,2
7,648,2
87,82,2
195,1052,1
44,449,2
306,287,2
194,172,2
94,62,2
167,659,2
108,100,2
230,304,2
181,927,1
54,302,2
90,22,2
181,696,1
286,357,2
14,269,2
311,179,1
92,121,2
21,440,1
244,550,1
181,405,2
65,806,2
37,540,1
44,443,2
244,183,2
1,265,2
270,25,2
299,387,1
94,572,2
286,746,2
239,272,2
216,55,2
254,121,2
62,665,1
178,385,2
194,23,2
268,955,2
188,143,2
276,294,2
158,1098,2
207,845,2
161,48,1
305,654,2
47,324,2
64,736,2
191,751,2
7,378,2
59,92,2
69,268,2
10,461,2
21,129,2
58,9,2
194,152,2
7,200,2
113,126,2
173,328,2
95,233,2
16,194,2
59,323,2
311,654,2
292,589,2
43,203,2
79,50,2
235,70,2
125,190,2
284,322,2
303,161,2
254,378,2
255,1034,1
104,301,1
90,923,2
6,463,2
279,122,1
286,298,2
222,448,2
297,57,2
42,625,2
130,1217,2
254,357,2
109,475,1
230,1444,1
244,310,2
6,301,1
36,748,2
256,443,2
102,515,1
104,285,2
21,447,2
111,301,2
18,408,2
25,222,2
110,944,2
270,98,2
68,237,2
83,215,2
6,258,1
89,216,2
128,317,2
305,512,2
184,412,1
286,175,2
279,1428,2
256,86,2
221,48,2
140,332,2
190,977,1
11,227,2
201,203,2
150,181,2
126,245,2
20,208,1
144,742,2
181,930,1
109,566,2
85,1065,2
213,133,2
222,379,1
223,11,2
215,421,2
218,208,2
174,937,2
275,186,2
68,742,1
268,583,2
160,462,2
195,273,2
224,178,2
5,110,1
99,1016,2
2,251,2
292,9,2
72,568,2
85,228,2
83,281,2
92,831,1
7,543,2
87,401,1
287,926,2
1,155,1
234,632,1
222,53,2
24,64,2
7,554,2
82,56,2
161,318,2
196,393,2
56,91,2
82,477,2
7,472,1
256,761,2
226,56,2
279,741,2
308,1286,2
16,8,2
180,202,2
203,93,2
145,56,2
288,305,2
84,742,2
44,644,2
17,13,2
313,117,2
148,1,2
197,347,2
21,164,2
279,982,2
239,491,2
185,287,2
297,89,2
303,68,2
186,250,1
73,206,2
104,756,1
94,216,2
239,194,2
197,511,2
280,1,2
1,117,2
224,583,1
303,397,1
60,162,2
198,258,2
239,513,2
6,69,2
233,375,2
85,642,2
110,38,2
184,522,2
99,873,1
13,418,1
201,518,2
13,858,1
214,131,2
296,228,2
222,87,2
279,725,2
217,182,1
85,433,2
239,234,2
13,72,2
194,77,2
208,663,2
109,178,2
230,172,2
59,485,1
313,478,2
70,1133,2
62,182,2
198,234,2
65,125,2
174,660,2
90,12,2
130,1248,2
100,354,1
283,432,2
275,418,2
311,98,2
195,751,2
130,105,2
269,252,1
286,73,2
7,623,2
56,222,2
210,204,2
239,9,2
96,87,2
297,73,1
249,239,2
94,860,1
84,121,2
275,265,2
135,1046,2
291,1178,2
125,382,1
70,399,2
311,9,2
301,523,2
152,685,2
244,172,2
275,1091,1
53,281,2
198,118,1
244,790,2
26,125,2
151,13,2
124,496,1
24,191,2
271,65,2
307,634,2
294,1245,2
234,241,1
25,501,2
293,137,2
201,432,2
75,240,1
13,181,2
207,68,1
2,50,2
313,566,2
144,125,2
188,443,2
276,324,2
145,974,1
72,234,2
83,385,2
181,619,2
109,402,2
207,107,2
185,216,2
14,213,2
149,319,1
57,79,2
230,963,2
176,875,2
253,97,2
284,269,2
106,526,2
121,180,2
62,86,1
291,418,2
84,1033,2
293,380,1
207,58,2
194,187,2
109,97,2
283,845,2
297,275,2
181,334,1
78,255,2
11,425,2
308,59,2
193,1078,2
297,234,2
87,585,2
250,204,1
8,50,2
186,148,2
312,692,2
91,683,2
5,454,1
291,376,2
175,127,2
145,737,1
7,644,2
276,419,2
83,210,2
102,524,2
153,174,1
62,302,2
49,995,2
268,298,2
207,554,1
313,616,2
286,44,2
279,168,2
276,474,2
62,59,2
254,219,1
83,97,2
63,100,2
16,178,2
297,233,1
90,945,2
85,25,1
42,98,2
303,393,2
274,50,2
104,299,2
94,792,2
184,98,2
293,708,2
248,589,2
18,950,2
217,27,1
200,892,2
201,148,1
296,222,2
7,662,2
196,381,2
69,427,2
72,196,2
256,472,2
128,182,2
151,747,2
7,171,2
286,85,2
172,220,2
308,516,2
190,974,1
82,756,1
308,436,2
59,235,1
64,1063,2
145,756,1
220,298,2
21,324,2
285,269,2
207,65,2
198,658,2
220,333,2
210,70,2
181,14,1
158,128,1
143,682,2
75,237,1
199,221,2
223,1150,1
297,25,2
276,78,2
299,847,2
293,325,1
301,138,1
1,47,2
164,281,2
96,673,2
291,1016,2
7,451,2
233,177,2
6,517,2
202,283,2
214,117,2
184,602,2
277,257,2
194,212,1
95,68,2
25,257,2
6,23,2
38,573,1
313,436,2
22,241,2
262,617,2
130,569,2
66,181,2
21,948,1
181,1332,1
262,174,2
206,302,2
222,22,2
76,61,2
151,703,2
314,28,2
13,147,2
44,258,2
303,418,2
16,89,1
270,558,2
248,117,2
125,318,2
138,523,2
268,386,1
291,15,2
234,147,2
239,96,2
15,331,2
94,155,1
136,89,2
223,423,2
82,194,2
145,355,2
280,845,2
179,339,1
178,199,2
307,949,2
10,488,2
116,331,2
23,258,2
308,174,2
185,114,2
188,237,2
118,654,2
246,721,2
234,98,2
194,239,2
94,24,2
122,378,2
312,100,2
262,64,2
154,242,2
223,763,2
99,403,2
83,43,2
130,307,2
174,402,2
256,487,2
59,177,2
161,168,1
244,53,2
250,196,2
43,40,2
285,150,2
42,953,1
97,670,2
122,510,2
61,323,2
222,106,1
4,264,2
304,259,1
37,403,2
49,68,1
303,1098,2
165,372,2
176,324,2
3,335,1
56,869,2
44,15,2
190,117,2
29,189,2
94,174,2
130,949,2
117,181,2
303,779,1
19,435,2
194,191,2
158,24,2
56,447,2
262,223,2
181,1334,1
214,137,2
92,747,2
188,96,2
58,173,2
244,154,2
134,879,2
298,625,2
254,230,2
230,138,2
16,209,2
151,835,2
181,1327,1
145,1248,2
200,588,2
248,257,2
297,432,2
312,133,2
151,12,2
110,568,2
305,483,2
141,258,2
44,240,2
186,263,2
214,213,2
233,208,2
104,287,1
312,153,1
1,222,2
206,323,1
230,419,2
56,450,2
94,651,2
205,316,2
14,174,2
268,790,1
276,1081,2
83,929,2
268,580,2
222,1041,2
279,89,2
5,424,1
112,331,2
296,429,2
18,202,2
13,868,2
87,210,2
10,285,2
181,328,2
23,463,2
253,746,2
234,228,2
299,1047,1
66,1,2
216,174,2
290,208,2
79,1161,1
264,448,1
4,303,2
144,831,2
138,517,2
64,433,1
5,1,2
276,357,2
62,433,2
239,475,2
293,166,2
130,234,2
264,70,2
208,197,2
24,763,2
279,1162,2
3,245,1
101,596,2
162,1019,2
223,908,1
99,246,2
239,430,2
160,160,2
172,580,2
303,1160,1
54,676,2
44,507,2
210,97,2
164,930,2
299,240,1
28,217,2
305,79,2
18,729,2
82,343,1
109,1012,2
207,25,2
92,1209,1
109,1,2
15,222,2
58,709,2
303,693,2
152,111,2
194,160,1
92,241,2
77,91,2
244,662,2
177,321,1
131,221,2
197,302,2
227,50,2
85,282,2
295,72,2
181,1,2
277,255,2
279,96,2
1,253,2
18,182,2
276,568,2
87,177,2
177,69,1
213,13,2
125,134,2
128,739,2
291,428,2
25,208,2
288,272,2
207,1350,1
271,56,2
5,363,2
274,748,2
70,419,2
311,559,1
151,919,2
199,268,2
201,209,2
99,274,1
11,740,2
59,77,2
184,277,2
222,88,2
38,161,2
59,418,1
104,300,2
298,1346,2
180,1119,2
7,674,1
121,14,2
268,1041,1
252,277,2
303,411,2
210,527,2
234,648,2
312,573,2
308,215,2
234,1397,2
75,546,2
117,15,2
246,239,2
64,516,2
85,187,2
239,81,2
59,54,2
256,220,2
216,196,2
203,282,1
13,195,2
144,153,2
100,268,2
210,274,2
94,471,2
13,807,1
125,657,2
65,1142,2
1,113,2
76,175,2
294,508,2
263,1451,2
294,930,2
121,117,1
85,13,2
303,426,2
212,180,1
6,492,2
181,240,1
279,746,2
303,1109,2
184,191,2
310,116,2
313,22,2
314,1150,2
13,121,2
43,5,2
58,214,1
215,164,2
62,288,1
280,127,2
161,898,2
11,723,2
94,218,2
35,243,1
311,566,2
48,680,2
85,604,2
288,527,2
184,514,2
151,929,2
90,690,2
11,38,2
104,1016,1
106,582,2
181,1010,1
37,117,2
276,845,2
22,258,2
70,82,2
5,98,2
308,95,2
60,208,2
270,778,2
243,208,2
92,540,1
81,280,2
293,412,1
200,478,2
13,308,2
56,184,2
116,250,2
295,172,2
63,1007,2
295,235,2
104,1010,1
156,641,2
269,1165,1
160,430,2
237,191,2
287,252,1
290,132,2
45,109,2
224,678,2
145,764,1
277,1011,2
65,100,2
272,1101,2
116,255,2
184,86,2
285,151,2
222,148,1
72,28,2
271,187,2
94,211,2
246,425,2
115,8,2
176,327,2
13,396,2
129,331,1
257,1260,1
95,1,2
147,904,2
151,58,2
184,660,2
311,386,2
105,268,2
158,510,2
34,312,2
72,427,2
263,416,2
94,1048,2
200,291,2
45,118,2
279,144,2
145,22,2
71,89,2
182,69,2
193,627,2
214,302,2
151,485,2
102,322,2
234,571,1
249,930,1
195,328,2
109,258,2
222,552,1
282,288,2
117,758,1
23,381,2
112,327,1
303,145,1
252,300,2
151,372,2
282,327,2
304,237,2
290,568,2
64,160,2
28,79,2
168,1278,2
265,471,2
18,113,2
83,82,2
90,499,2
234,1186,2
87,196,2
26,685,2
150,129,2
161,98,2
70,210,2
51,182,2
222,1057,2
92,176,2
204,216,2
164,685,2
57,682,2
184,207,2
60,403,2
92,180,2
43,204,2
222,1042,2
197,300,2
92,790,2
294,282,2
201,747,1
201,215,1
193,410,2
271,705,2
214,693,2
73,657,2
90,187,2
315,273,2
48,309,2
255,472,1
270,671,2
66,7,2
6,478,2
101,222,2
207,1046,2
144,182,2
85,83,2
102,625,2
158,770,2
297,588,2
90,507,2
271,482,2
130,901,1
178,276,2
90,245,2
181,1094,1
311,143,2
267,17,2
201,51,1
194,647,2
59,387,2
1,227,2
116,751,2
170,292,2
110,578,2
60,1021,2
287,347,2
197,55,2
38,679,2
195,1014,2
279,227,2
84,748,2
31,886,1
316,98,2
25,25,2
168,274,2
103,24,2
299,588,2
194,478,2
287,294,2
234,582,2
279,1048,1
87,9,2
181,408,1
279,1151,1
49,47,2
296,855,2
44,95,2
92,216,2
135,39,2
13,66,2
262,386,2
7,676,2
116,942,2
318,474,2
141,826,1
269,13,2
222,1044,2
82,455,2
279,254,2
42,685,2
145,1245,2
184,161,1
49,625,2
177,243,1
313,99,2
32,290,2
308,848,2
145,448,2
130,542,2
130,806,2
165,288,1
249,255,2
49,581,2
195,300,2
118,475,2
130,316,2
104,293,2
201,1229,2
142,82,2
119,718,2
303,94,2
99,50,2
306,14,2
92,709,1
227,295,2
3,337,1
94,820,1
59,1107,2
30,539,2
262,821,2
6,508,2
311,716,2
268,364,2
262,553,2
214,275,2
16,56,2
262,293,1
293,132,2
62,132,2
94,346,2
13,59,2
240,313,2
102,161,1
83,301,1
291,7,2
312,28,2
31,484,2
291,70,2
56,172,2
109,588,2
110,1246,1
59,429,2
246,1218,2
65,196,2
24,367,1
92,115,2
308,741,2
301,660,2
214,1129,2
158,241,2
269,674,1
308,493,2
32,151,2
224,191,2
215,423,2
32,1012,2
154,289,1
201,509,2
85,298,2
180,68,2
184,36,2
188,218,2
305,11,1
144,508,2
73,94,1
194,205,2
177,203,2
276,273,2
198,7,2
108,290,2
189,197,2
73,56,2
172,462,2
120,546,1
101,471,2
5,102,2
26,235,1
268,1249,1
276,773,2
13,150,2
7,401,2
128,482,2
104,7,2
293,39,2
256,25,2
90,821,2
275,69,2
22,510,2
312,494,2
207,192,2
264,504,2
137,687,2
185,740,2
307,687,1
42,176,2
145,472,2
189,634,2
262,121,2
251,148,1
259,772,2
239,58,2
312,921,2
92,15,2
81,742,1
311,419,2
102,448,2
249,746,2
95,527,2
19,655,2
79,100,2
189,751,2
253,510,2
201,919,2
1,17,2
214,42,2
7,81,2
234,132,2
59,148,2
13,354,1
6,469,2
82,14,2
109,627,2
305,50,2
195,154,2
277,279,2
223,8,1
92,81,2
201,69,1
94,58,2
217,144,2
244,148,1
313,200,2
181,874,1
116,1216,2
303,433,2
117,151,2
221,327,2
46,307,2
91,28,2
151,317,2
64,176,2
90,553,1
116,271,2
291,1139,2
62,111,2
196,251,2
303,120,1
49,547,2
307,1022,2
303,176,2
286,154,2
291,501,2
235,87,2
254,379,1
276,157,2
135,1208,2
57,243,2
276,1157,1
7,576,2
250,404,2
318,768,1
234,808,1
289,282,2
87,1079,1
50,823,2
25,258,2
18,496,2
193,790,2
263,510,2
209,906,1
207,716,2
314,535,2
250,338,2
262,568,2
95,172,2
94,470,2
59,583,2
277,282,2
303,1286,2
271,714,2
269,235,2
148,140,1
223,977,1
210,357,2
185,199,2
174,80,1
235,480,2
276,939,2
99,354,1
308,163,2
303,738,1
224,873,1
298,252,2
44,208,2
315,13,2
215,197,2
269,9,2
42,195,2
293,79,2
246,68,2
101,405,2
92,665,2
249,88,2
60,525,2
13,331,2
271,750,2
92,731,2
254,188,2
311,203,2
263,197,2
201,660,2
279,79,2
138,496,2
209,251,2
217,7,2
261,340,2
176,258,2
303,1037,2
81,169,2
62,114,2
72,530,2
276,364,2
88,750,1
49,7,2
263,117,2
9,298,2
92,528,2
249,708,2
262,754,2
196,655,2
207,1436,2
256,771,1
276,226,2
134,313,2
311,849,2
181,1383,1
203,148,2
247,736,2
313,745,2
311,83,2
251,1014,2
227,411,2
59,550,2
201,206,1
58,100,2
249,723,2
286,1316,2
11,725,2
7,228,2
92,846,2
160,56,2
103,127,2
11,110,2
87,2,2
45,763,1
293,605,2
291,732,2
254,575,2
49,334,2
222,1284,2
161,162,1
268,1,2
59,215,2
177,209,2
151,1298,2
299,235,1
29,332,2
30,435,2
297,182,2
315,185,2
23,172,2
262,47,1
321,496,2
191,754,2
106,778,2
7,151,2
178,678,2
84,12,2
94,168,2
264,33,2
239,529,2
90,657,2
261,875,2
190,302,2
112,289,2
144,106,2
199,258,2
224,20,1
85,501,2
301,202,2
145,743,1
294,127,2
130,206,2
103,121,2
152,412,1
267,840,2
286,231,2
200,24,1
5,211,2
160,117,2
6,357,2
158,72,2
297,736,2
250,244,2
57,760,1
58,268,2
23,1006,2
301,1228,2
307,265,2
276,1095,1
223,411,1
92,24,2
137,300,2
164,117,2
276,38,2
213,294,2
286,34,2
232,197,2
150,221,2
21,103,1
130,731,2
222,441,1
1,90,2
189,1005,2
49,38,1
311,5,2
36,307,2
128,228,2
151,89,2
248,475,2
95,1229,1
213,609,2
203,181,2
308,863,2
269,47,2
198,100,1
297,307,2
305,189,2
266,676,2
197,229,2
74,272,2
127,294,2
194,4,2
177,56,2
45,473,2
57,28,2
239,187,2
268,94,1
238,252,2
201,1010,2
131,1281,2
270,97,2
159,127,2
230,202,2
92,219,2
318,356,2
123,531,2
267,403,2
232,630,2
5,382,2
16,155,2
180,762,2
178,282,2
319,313,2
180,737,2
270,736,2
269,658,1
293,496,2
269,793,2
54,685,2
21,98,2
303,209,2
13,766,2
314,95,2
151,387,2
230,378,2
201,403,2
95,1206,2
270,370,2
256,716,2
80,582,2
303,435,2
312,121,2
151,1006,1
62,258,2
189,1115,2
77,195,2
99,742,2
291,1028,2
293,748,1
181,1342,1
206,900,1
83,338,2
262,179,2
253,216,2
223,596,2
108,50,2
94,347,2
293,779,1
101,281,1
267,980,2
201,1245,2
314,1263,1
271,111,2
314,276,1
18,387,2
207,4,2
313,96,2
21,299,1
215,144,2
279,1376,2
234,1015,1
296,248,2
270,83,2
210,161,2
201,79,2
5,376,1
184,181,2
104,411,1
275,449,2
185,269,2
276,550,2
279,1182,2
216,69,2
21,457,1
16,471,2
147,292,2
291,250,2
28,95,2
29,539,1
291,471,2
7,580,2
181,16,1
297,218,2
308,559,2
87,211,2
97,89,2
21,596,2
59,710,2
238,756,2
178,209,2
186,470,2
299,615,2
10,504,2
110,682,2
109,101,1
157,250,1
267,386,2
181,327,2
207,87,2
47,995,2
148,114,2
94,9,2
60,222,2
244,409,2
276,246,2
90,906,1
234,20,2
106,107,2
216,697,2
294,1199,1
323,257,1
140,268,2
220,303,2
67,64,2
170,299,2
230,142,2
299,641,2
7,581,2
275,501,2
44,250,2
291,214,2
11,741,2
59,286,2
174,395,1
194,234,2
57,204,2
314,417,2
201,197,2
184,155,2
194,792,2
159,1037,1
186,983,2
181,979,1
68,7,2
286,721,2
316,306,2
280,781,2
13,14,2
211,127,2
187,215,2
71,134,2
306,242,2
64,684,2
303,277,2
198,135,2
232,91,2
98,47,2
53,24,2
299,971,1
254,1116,2
7,106,2
12,300,2
239,10,2
238,111,2
130,267,2
90,662,2
63,20,2
40,268,2
181,221,1
298,152,2
104,327,1
42,185,2
181,995,1
258,288,1
291,578,2
148,70,2
305,187,2
184,71,2
94,556,2
158,1011,2
7,528,2
174,237,2
158,190,2
201,853,2
276,43,1
278,311,2
229,347,1
101,252,2
63,1028,2
275,520,2
275,173,2
62,1073,2
230,234,2
109,975,2
73,357,2
83,118,2
4,361,2
130,245,1
64,778,2
15,473,1
244,89,2
7,643,2
219,347,1
295,704,2
293,288,2
125,997,1
279,487,2
76,582,2
272,48,2
269,285,2
244,380,2
271,220,2
321,287,2
306,864,2
224,332,2
57,1047,2
145,591,2
85,277,1
116,7,1
52,95,2
209,688,1
145,260,2
208,202,2
160,187,2
141,274,2
260,990,2
177,299,2
82,231,1
223,969,2
107,271,1
26,25,2
297,1016,2
244,167,2
15,678,1
286,709,2
82,411,2
167,364,2
99,181,2
56,196,1
293,346,2
7,650,2
90,425,2
228,475,2
82,919,2
43,151,2
10,289,2
197,515,2
57,756,2
246,82,1
62,24,2
323,223,2
13,320,1
268,63,1
18,863,2
271,410,1
307,509,2
54,298,2
295,47,2
194,237,2
194,82,1
311,385,2
287,257,2
290,82,2
262,96,2
279,491,2
290,393,2
145,393,2
305,61,2
269,156,2
276,180,2
323,298,2
296,258,2
18,965,2
72,528,2
224,949,2
125,239,2
244,652,2
135,431,1
138,211,2
59,604,2
221,1059,2
13,451,1
42,69,2
10,340,2
219,882,2
60,604,2
125,152,1
63,50,2
255,448,2
311,172,2
7,582,2
7,127,2
189,203,2
59,470,2
313,148,1
234,161,2
